Info 0    [02:31:21.674] Starting TS Server
Info 148  [02:38:40.783] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 149  [02:38:40.783] collectAutoImports: response is complete
Info 150  [02:38:40.783] collectAutoImports: 3.4050509999506176
Info 151  [02:38:40.783] getCompletionData: Semantic work: 17.7451000000583
Info 152  [02:38:40.845] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 14.034314999938942
Info 153  [02:38:40.848] getCompletionData: Get current token: 0.009344000020064414
Info 154  [02:38:40.848] getCompletionData: Is inside comment: 0.003724000067450106
Info 155  [02:38:40.848] getCompletionData: Get previous token: 0.05284100002609193
Info 156  [02:38:40.848] getCompletionsAtPosition: isCompletionListBlocker: 0.005888999905437231
Info 157  [02:38:40.851] AutoImportProviderProject: attempted to add more than 10 dependencies. Aborting.
Info 158  [02:38:40.851] getExportInfoMap: cache hit
Info 159  [02:38:40.851] AutoImportProviderProject: attempted to add more than 10 dependencies. Aborting.
Info 160  [02:38:40.855] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 161  [02:38:40.855] collectAutoImports: response is complete
Info 162  [02:38:40.855] collectAutoImports: 3.454857000033371
Info 163  [02:38:40.855] getCompletionData: Semantic work: 7.307459000032395
Info 164  [02:38:40.878] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 20.303863000008278
Info 165  [02:38:40.882] getCompletionData: Get current token: 0.01111800002399832
Info 166  [02:38:40.882] getCompletionData: Is inside comment: 0.006519000045955181
Info 167  [02:38:40.882] getCompletionData: Get previous token: 0.06450800003949553
Info 168  [02:38:40.882] getCompletionsAtPosition: isCompletionListBlocker: 0.008122000028379261
Info 169  [02:38:40.886] AutoImportProviderProject: attempted to add more than 10 dependencies. Aborting.
Info 170  [02:38:40.886] getExportInfoMap: cache hit
Info 171  [02:38:40.886] AutoImportProviderProject: attempted to add more than 10 dependencies. Aborting.
Info 172  [02:38:40.889] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 173  [02:38:40.889] collectAutoImports: response is complete
Info 174  [02:38:40.889] collectAutoImports: 2.835112000000663
Info 175  [02:38:40.889] getCompletionData: Semantic work: 7.123912999988534
Info 176  [02:38:40.906] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 12.948321999982
Info 177  [02:38:40.908] getCompletionData: Get current token: 0.009766999981366098
Info 178  [02:38:40.908] getCompletionData: Is inside comment: 0.0049100000178441405
Info 179  [02:38:40.909] getCompletionData: Get previous token: 0.05679699999745935
Info 180  [02:38:40.909] getCompletionsAtPosition: isCompletionListBlocker: 0.005450000055134296
Info 181  [02:38:40.914] AutoImportProviderProject: attempted to add more than 10 dependencies. Aborting.
Info 182  [02:38:40.914] getExportInfoMap: cache hit
Info 183  [02:38:40.914] AutoImportProviderProject: attempted to add more than 10 dependencies. Aborting.
Info 184  [02:38:40.917] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 185  [02:38:40.917] collectAutoImports: response is complete
Info 186  [02:38:40.917] collectAutoImports: 2.9126239999895915
Info 187  [02:38:40.917] getCompletionData: Semantic work: 8.562359999981709
Info 188  [02:38:40.927] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 8.787280000047758
Info 189  [02:38:40.929] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 190  [02:38:40.976] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 9 structureChanged: false structureIsReused:: Completely Elapsed: 47.36133300000802ms
Info 191  [02:38:40.976] Different program with same set of files
Info 192  [02:38:40.977] getCompletionData: Get current token: 0.01571399997919798
Info 193  [02:38:40.977] getCompletionData: Is inside comment: 0.004653999931178987
Info 194  [02:38:40.977] getCompletionData: Get previous token: 0.09678599995095283
Info 195  [02:38:40.977] getCompletionsAtPosition: isCompletionListBlocker: 0.005662000039592385
Info 196  [02:38:40.992] AutoImportProviderProject: attempted to add more than 10 dependencies. Aborting.
Info 197  [02:38:40.992] getExportInfoMap: cache hit
Info 198  [02:38:40.993] AutoImportProviderProject: attempted to add more than 10 dependencies. Aborting.
Info 199  [02:38:40.999] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 200  [02:38:40.999] collectAutoImports: response is complete
Info 201  [02:38:40.999] collectAutoImports: 6.02079900004901
Info 202  [02:38:40.999] getCompletionData: Semantic work: 21.641077999956906
Info 203  [02:38:41.061] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 14.530856999917887
Info 204  [02:38:41.064] getCompletionData: Get current token: 0.009744000039063394
Info 205  [02:38:41.065] getCompletionData: Is inside comment: 0.0034119999036192894
Info 206  [02:38:41.065] getCompletionData: Get previous token: 0.0543220000108704
Info 207  [02:38:41.065] getCompletionsAtPosition: isCompletionListBlocker: 0.004985000006854534
Info 208  [02:38:41.070] AutoImportProviderProject: attempted to add more than 10 dependencies. Aborting.
Info 209  [02:38:41.070] getExportInfoMap: cache hit
Info 210  [02:38:41.070] AutoImportProviderProject: attempted to add more than 10 dependencies. Aborting.
Info 211  [02:38:41.073] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 212  [02:38:41.073] collectAutoImports: response is complete
Info 213  [02:38:41.073] collectAutoImports: 2.9053149999817833
Info 214  [02:38:41.073] getCompletionData: Semantic work: 8.411864999914542
Info 215  [02:38:41.100] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 23.791763000073843
Info 216  [02:38:41.103] getCompletionData: Get current token: 0.013275000033900142
Info 217  [02:38:41.103] getCompletionData: Is inside comment: 0.005339000024832785
Info 218  [02:38:41.103] getCompletionData: Get previous token: 0.06740499997977167
Info 219  [02:38:41.103] getCompletionsAtPosition: isCompletionListBlocker: 0.005952000035904348
Info 220  [02:38:41.106] AutoImportProviderProject: attempted to add more than 10 dependencies. Aborting.
Info 221  [02:38:41.107] getExportInfoMap: cache hit
Info 222  [02:38:41.107] AutoImportProviderProject: attempted to add more than 10 dependencies. Aborting.
Info 223  [02:38:41.110] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 224  [02:38:41.110] collectAutoImports: response is complete
Info 225  [02:38:41.110] collectAutoImports: 2.8058040000032634
Info 226  [02:38:41.110] getCompletionData: Semantic work: 6.963513999944553
Info 227  [02:38:41.125] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 14.532675999915227
Info 228  [02:38:41.130] getCompletionData: Get current token: 0.019364999956451356
Info 229  [02:38:41.130] getCompletionData: Is inside comment: 0.007450000033713877
Info 230  [02:38:41.130] getCompletionData: Get previous token: 0.0877549999859184
Info 231  [02:38:41.130] getCompletionsAtPosition: isCompletionListBlocker: 0.00642999995034188
Info 232  [02:38:41.133] AutoImportProviderProject: attempted to add more than 10 dependencies. Aborting.
Info 233  [02:38:41.133] getExportInfoMap: cache hit
Info 234  [02:38:41.133] AutoImportProviderProject: attempted to add more than 10 dependencies. Aborting.
Info 235  [02:38:41.136] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 236  [02:38:41.136] collectAutoImports: response is complete
Info 237  [02:38:41.136] collectAutoImports: 2.745225999969989
Info 238  [02:38:41.136] getCompletionData: Semantic work: 6.378987999982201
Info 239  [02:38:41.147] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 8.52304300002288
Info 240  [02:38:41.149] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 241  [02:38:41.188] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 10 structureChanged: false structureIsReused:: Completely Elapsed: 38.666964999982156ms
Info 242  [02:38:41.188] Different program with same set of files
Info 243  [02:38:41.189] getCompletionData: Get current token: 0.009980999981053174
Info 244  [02:38:41.189] getCompletionData: Is inside comment: 0.003272000001743436
Info 245  [02:38:41.189] getCompletionData: Get previous token: 0.05032599996775389
Info 246  [02:38:41.189] getCompletionsAtPosition: isCompletionListBlocker: 0.005105000105686486
Info 247  [02:38:41.201] AutoImportProviderProject: attempted to add more than 10 dependencies. Aborting.
Info 248  [02:38:41.201] getExportInfoMap: cache hit
Info 249  [02:38:41.202] AutoImportProviderProject: attempted to add more than 10 dependencies. Aborting.
Info 250  [02:38:41.208] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 251  [02:38:41.208] collectAutoImports: response is complete
Info 252  [02:38:41.208] collectAutoImports: 5.6689180000685155
Info 253  [02:38:41.208] getCompletionData: Semantic work: 18.673564000055194
Info 254  [02:38:41.271] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 14.976646000053734
Info 255  [02:38:42.374] getCompletionData: Get current token: 0.02280599996447563
Info 256  [02:38:42.374] getCompletionData: Is inside comment: 0.010771999950520694
Info 257  [02:38:42.374] getCompletionData: Get previous token: 0.12107100000139326
Info 258  [02:38:42.375] getCompletionsAtPosition: isCompletionListBlocker: 0.0069500000681728125
Info 259  [02:38:42.381] AutoImportProviderProject: attempted to add more than 10 dependencies. Aborting.
Info 260  [02:38:42.381] getExportInfoMap: cache hit
Info 261  [02:38:42.381] AutoImportProviderProject: attempted to add more than 10 dependencies. Aborting.
Info 262  [02:38:42.387] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 263  [02:38:42.387] collectAutoImports: response is complete
Info 264  [02:38:42.387] collectAutoImports: 5.549686999991536
Info 265  [02:38:42.387] getCompletionData: Semantic work: 12.551598999998532
Info 266  [02:38:42.414] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 23.761015000054613
Info 267  [02:38:42.422] getCompletionData: Get current token: 0.01878199994098395
Info 268  [02:38:42.422] getCompletionData: Is inside comment: 0.0056099999928846955
Info 269  [02:38:42.422] getCompletionData: Get previous token: 0.11085100006312132
Info 270  [02:38:42.422] getCompletionsAtPosition: isCompletionListBlocker: 0.008467999985441566
Info 271  [02:38:42.430] AutoImportProviderProject: attempted to add more than 10 dependencies. Aborting.
Info 272  [02:38:42.431] getExportInfoMap: cache hit
Info 273  [02:38:42.432] AutoImportProviderProject: attempted to add more than 10 dependencies. Aborting.
Info 274  [02:38:42.438] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 275  [02:38:42.438] collectAutoImports: response is complete
Info 276  [02:38:42.438] collectAutoImports: 5.718895999947563
Info 277  [02:38:42.438] getCompletionData: Semantic work: 15.40026999998372
Info 278  [02:38:42.465] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 25.906092999968678
Info 279  [02:38:42.469] getCompletionData: Get current token: 0.016288999933749437
Info 280  [02:38:42.469] getCompletionData: Is inside comment: 0.006447999970987439
Info 281  [02:38:42.469] getCompletionData: Get previous token: 0.10504799999762326
Info 282  [02:38:42.469] getCompletionsAtPosition: isCompletionListBlocker: 0.00787200010381639
Info 283  [02:38:42.478] AutoImportProviderProject: attempted to add more than 10 dependencies. Aborting.
Info 284  [02:38:42.478] getExportInfoMap: cache hit
Info 285  [02:38:42.478] AutoImportProviderProject: attempted to add more than 10 dependencies. Aborting.
Info 286  [02:38:42.483] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 287  [02:38:42.483] collectAutoImports: response is complete
Info 288  [02:38:42.483] collectAutoImports: 4.406276999972761
Info 289  [02:38:42.483] getCompletionData: Semantic work: 13.69775299995672
Info 290  [02:38:42.521] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 33.81039100000635
Info 291  [02:38:42.529] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 292  [02:38:42.578] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 11 structureChanged: false structureIsReused:: Completely Elapsed: 49.36471800005529ms
Info 293  [02:38:42.578] Different program with same set of files
Info 294  [02:38:42.938] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 295  [02:38:42.993] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 12 structureChanged: false structureIsReused:: Completely Elapsed: 55.476434000069275ms
Info 296  [02:38:42.994] Different program with same set of files
Info 297  [02:38:44.372] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 298  [02:38:44.432] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 13 structureChanged: false structureIsReused:: Completely Elapsed: 59.808267000014894ms
Info 299  [02:38:44.432] Different program with same set of files
Info 300  [02:38:53.571] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 301  [02:38:53.615] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 14 structureChanged: false structureIsReused:: Completely Elapsed: 43.89381899998989ms
Info 302  [02:38:53.615] Different program with same set of files
Info 303  [02:39:05.342] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 304  [02:39:05.403] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 15 structureChanged: false structureIsReused:: Completely Elapsed: 61.400101000093855ms
Info 305  [02:39:05.403] Different program with same set of files
Info 306  [02:39:16.297] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 307  [02:39:16.347] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 16 structureChanged: false structureIsReused:: Completely Elapsed: 49.76795899996068ms
Info 308  [02:39:16.347] Different program with same set of files
Info 309  [02:40:33.848] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 310  [02:40:33.913] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 17 structureChanged: false structureIsReused:: Completely Elapsed: 64.59393299999647ms
Info 311  [02:40:33.913] Different program with same set of files
Info 312  [02:40:34.941] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 313  [02:40:35.008] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 18 structureChanged: false structureIsReused:: Completely Elapsed: 67.20536100002937ms
Info 314  [02:40:35.008] Different program with same set of files
Info 315  [02:41:42.863] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 316  [02:41:42.937] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 19 structureChanged: false structureIsReused:: Completely Elapsed: 74.0611060000956ms
Info 317  [02:41:42.937] Different program with same set of files
Info 318  [02:41:51.121] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 319  [02:41:51.180] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 20 structureChanged: false structureIsReused:: Completely Elapsed: 58.82429300004151ms
Info 320  [02:41:51.180] Different program with same set of files
Info 321  [02:41:52.198] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 322  [02:41:52.256] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 21 structureChanged: false structureIsReused:: Completely Elapsed: 57.49627100001089ms
Info 323  [02:41:52.256] Different program with same set of files
Info 324  [02:41:56.573] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 325  [02:41:56.631] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 22 structureChanged: false structureIsReused:: Completely Elapsed: 57.944417999940924ms
Info 326  [02:41:56.631] Different program with same set of files
Info 327  [02:41:59.084] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 328  [02:41:59.128] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 23 structureChanged: false structureIsReused:: Completely Elapsed: 43.84096599998884ms
Info 329  [02:41:59.128] Different program with same set of files
Info 330  [02:41:59.129] getCompletionData: Get current token: 0.009526999900117517
Info 331  [02:41:59.129] getCompletionData: Is inside comment: 0.004098000004887581
Info 332  [02:41:59.129] getCompletionData: Get previous token: 0.07307399995625019
Info 333  [02:41:59.130] getCompletionsAtPosition: isCompletionListBlocker: 0.7389879999682307
